2015-09-09 13:40:29,896 [6] INFO  Umbraco.Core.CoreBootManager - [T1/D2] Umbraco application starting
2015-09-09 13:40:29,942 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Determining hash of code files on disk
2015-09-09 13:40:29,942 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Hash determined (took 6ms)
2015-09-09 13:40:29,958 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
2015-09-09 13:40:30,161 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 38 (took 213ms)
2015-09-09 13:40:30,223 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
2015-09-09 13:40:30,239 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 3ms)
2015-09-09 13:40:30,239 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
2015-09-09 13:40:30,239 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 16 (took 2ms)
2015-09-09 13:40:30,239 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Starting resolution types of Umbraco.Web.Mvc.SurfaceController
2015-09-09 13:40:30,254 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 4 (took 2ms)
2015-09-09 13:40:30,254 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
2015-09-09 13:40:30,254 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 35 (took 2ms)
2015-09-09 13:40:30,286 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
2015-09-09 13:40:30,286 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 3 (took 2ms)
2015-09-09 13:40:30,286 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
2015-09-09 13:40:30,286 [6] INFO  Umbraco.Core.PluginManager - [T1/D2] Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 1 (took 2ms)
2015-09-09 13:40:30,910 [6] INFO  Umbraco.Web.Search.ExamineEvents - [T1/D2] Initializing Examine and binding to business logic events
2015-09-09 13:40:30,988 [6] INFO  Umbraco.Web.Search.ExamineEvents - [T1/D2] Adding examine event handlers for index providers: 3
2015-09-09 13:40:30,988 [6] INFO  Umbraco.Core.CoreBootManager - [T1/D2] Umbraco application startup complete (took 1086ms)
2015-09-09 13:40:31,770 [6] INFO  Umbraco.Web.UmbracoModule - [T11/D2] Setting OriginalRequestUrl: localhost:49341/umbraco
2015-09-09 13:40:31,863 [6] INFO  umbraco.content - [T11/D2] Load Xml from file...
2015-09-09 13:40:31,863 [6] INFO  umbraco.content - [T11/D2] Loaded Xml from file.
2015-09-09 13:40:31,926 [6] INFO  Umbraco.Core.PluginManager - [T11/D2] Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
2015-09-09 13:40:31,926 [6] INFO  Umbraco.Core.PluginManager - [T11/D2] Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 23 (took 5ms)
2015-09-09 13:40:33,626 [6] INFO  Umbraco.Core.PluginManager - [T11/D2] Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
2015-09-09 13:40:33,626 [6] INFO  Umbraco.Core.PluginManager - [T11/D2] Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 44 (took 8ms)
2015-09-09 13:41:35,563 [6] INFO  umbraco.BusinessLogic.Log - [T15/D2] Log scrubbed.  Removed all items older than 2015-07-11 13:41:35
2015-09-09 13:43:45,190 [6] INFO  Umbraco.Core.Security.UmbracoMembershipProviderBase - [T30/D2] Login attempt succeeded for username hriley99@hotmail.com from IP address ::1
2015-09-09 13:43:45,221 [6] INFO  Umbraco.Web.Security.WebSecurity - [T30/D2] User Id: 0 logged in
2015-09-09 13:43:45,299 [6] INFO  Umbraco.Core.PluginManager - [T31/D2] Starting resolution types of Umbraco.Web.Trees.TreeController
2015-09-09 13:43:45,315 [6] INFO  Umbraco.Core.PluginManager - [T31/D2] Completed resolution of types of Umbraco.Web.Trees.TreeController, found 4 (took 2ms)
2015-09-09 13:43:45,455 [6] INFO  Umbraco.Core.PluginManager - [T29/D2] Starting resolution types of umbraco.interfaces.ITree
2015-09-09 13:43:45,455 [6] INFO  Umbraco.Core.PluginManager - [T29/D2] Completed resolution of types of umbraco.interfaces.ITree, found 35 (took 5ms)
2015-09-09 13:43:45,471 [6] INFO  Umbraco.Core.PluginManager - [T29/D2] Starting resolution types of Umbraco.Web.Trees.TreeController
2015-09-09 13:43:45,471 [6] INFO  Umbraco.Core.PluginManager - [T29/D2] Completed resolution of types of Umbraco.Web.Trees.TreeController, found 4 (took 0ms)
2015-09-09 13:43:45,471 [6] INFO  Umbraco.Core.PluginManager - [T29/D2] Starting resolution types of umbraco.interfaces.ITree
2015-09-09 13:43:45,471 [6] INFO  Umbraco.Core.PluginManager - [T29/D2] Completed resolution of types of umbraco.interfaces.ITree, found 19 (took 6ms)
2015-09-09 13:43:45,502 [6] INFO  Umbraco.Core.PluginManager - [T29/D2] Starting resolution types of umbraco.interfaces.IApplication
2015-09-09 13:43:45,502 [6] INFO  Umbraco.Core.PluginManager - [T29/D2] Completed resolution of types of umbraco.interfaces.IApplication, found 7 (took 8ms)
2015-09-09 13:57:41,795 [6] INFO  Umbraco.Core.PluginManager - [T8/D2] Starting resolution types of umbraco.interfaces.ICacheRefresher
2015-09-09 13:57:41,800 [6] INFO  Umbraco.Core.PluginManager - [T8/D2] Completed resolution of types of umbraco.interfaces.ICacheRefresher, found 20 (took 5ms)
2015-09-09 13:58:16,241 [6] INFO  umbraco.content - [T21/D2] Loading content from database...
2015-09-09 13:58:20,278 [6] INFO  umbraco.content - [T12/D2] Save Xml to file...
2015-09-09 13:58:20,283 [6] INFO  umbraco.content - [T45/D2] Saved Xml to file.
2015-09-09 13:59:13,880 [6] INFO  Umbraco.Core.Publishing.PublishingStrategy - [T61/D2] Content 'Home' with Id '1051' has been published.
2015-09-09 13:59:17,950 [6] INFO  umbraco.content - [T45/D2] Save Xml to file...
2015-09-09 13:59:17,953 [6] INFO  umbraco.content - [T45/D2] Saved Xml to file.
2015-09-09 14:14:59,162 [6] INFO  umbraco.content - [T47/D2] Loading content from database...
2015-09-09 14:15:03,191 [6] INFO  umbraco.content - [T45/D2] Save Xml to file...
2015-09-09 14:15:03,192 [6] INFO  umbraco.content - [T45/D2] Saved Xml to file.
2015-09-09 14:15:50,821 [6] INFO  Umbraco.Core.PluginManager - [T52/D2] Starting resolution types of Umbraco.Web.Trees.TreeController
2015-09-09 14:15:50,821 [6] INFO  Umbraco.Core.PluginManager - [T52/D2] Completed resolution of types of Umbraco.Web.Trees.TreeController, found 4 (took 0ms)
2015-09-09 14:16:56,778 [6] INFO  Umbraco.Core.Publishing.PublishingStrategy - [T47/D2] Content 'Certificates' with Id '0' has been published.
2015-09-09 14:17:00,816 [6] INFO  umbraco.content - [T55/D2] Save Xml to file...
2015-09-09 14:17:00,817 [6] INFO  umbraco.content - [T10/D2] Saved Xml to file.
2015-09-09 14:23:17,033 [6] INFO  Umbraco.Core.Publishing.PublishingStrategy - [T17/D2] Content 'Certificate 2' with Id '0' has been published.
2015-09-09 14:23:21,070 [6] INFO  umbraco.content - [T100/D2] Save Xml to file...
2015-09-09 14:23:21,071 [6] INFO  umbraco.content - [T34/D2] Saved Xml to file.
2015-09-09 14:24:08,424 [6] INFO  Umbraco.Core.Publishing.PublishingStrategy - [T88/D2] Content 'Certificate 3' with Id '0' has been published.
2015-09-09 14:24:12,456 [6] INFO  umbraco.content - [T96/D2] Save Xml to file...
2015-09-09 14:24:12,457 [6] INFO  umbraco.content - [T34/D2] Saved Xml to file.
2015-09-09 14:24:32,403 [6] INFO  Umbraco.Core.Publishing.PublishingStrategy - [T100/D2] Content 'Wedding Certificates' with Id '1062' has been published.
2015-09-09 14:24:36,436 [6] INFO  umbraco.content - [T18/D2] Save Xml to file...
2015-09-09 14:24:36,437 [6] INFO  umbraco.content - [T34/D2] Saved Xml to file.
2015-09-09 14:24:53,989 [6] INFO  Umbraco.Core.Publishing.PublishingStrategy - [T103/D2] Content 'Civil Ceremonies' with Id '1063' has been published.
2015-09-09 14:24:58,041 [6] INFO  umbraco.content - [T49/D2] Save Xml to file...
2015-09-09 14:24:58,043 [6] INFO  umbraco.content - [T111/D2] Saved Xml to file.
2015-09-09 14:31:23,730 [6] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [T70/D2] [XmlCacheFilePersister] Terminating
2015-09-09 14:31:23,730 [6] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [T70/D2] [XmlCacheFilePersister] Waiting for tasks to complete
2015-09-09 14:31:23,731 [6] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [T70/D2] [ScheduledTasks] Terminating
2015-09-09 14:31:23,731 [6] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [T70/D2] [ScheduledTasks] Waiting for tasks to complete
2015-09-09 14:31:23,731 [6] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [T70/D2] [ScheduledTasks] Tasks completed, terminated
2015-09-09 14:31:23,735 [6] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [T70/D2] [ScheduledPublishing] Terminating
2015-09-09 14:31:23,735 [6] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [T70/D2] [ScheduledPublishing] Waiting for tasks to complete
2015-09-09 14:31:23,735 [6] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [T70/D2] [ScheduledPublishing] Tasks completed, terminated
2015-09-09 14:31:23,735 [6] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [T70/D2] [LogScrubber] Terminating
2015-09-09 14:31:23,735 [6] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [T70/D2] [LogScrubber] Waiting for tasks to complete
2015-09-09 14:31:23,735 [6] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [T70/D2] [LogScrubber] Tasks completed, terminated
2015-09-09 14:31:23,735 [6] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [T84/D2] [XmlCacheFilePersister] Tasks completed, terminated
2015-09-09 14:31:23,837 [6] INFO  Umbraco.Core.UmbracoApplicationBase - [T70/D2] Application shutdown. Reason: ConfigurationChange
2015-09-09 14:31:50,274 [64] INFO  Umbraco.Core.CoreBootManager - [T1/D3] Umbraco application starting
2015-09-09 14:31:50,298 [64] INFO  Umbraco.Core.PluginManager - [T1/D3] Determining hash of code files on disk
2015-09-09 14:31:50,303 [64] INFO  Umbraco.Core.PluginManager - [T1/D3] Hash determined (took 4ms)
2015-09-09 14:31:50,307 [64] INFO  Umbraco.Core.PluginManager - [T1/D3] Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
2015-09-09 14:31:50,316 [64] INFO  Umbraco.Core.PluginManager - [T1/D3] Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 38 (took 8ms)
2015-09-09 14:31:50,365 [64] INFO  Umbraco.Core.PluginManager - [T1/D3] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
2015-09-09 14:31:50,366 [64] INFO  Umbraco.Core.PluginManager - [T1/D3] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 0ms)
2015-09-09 14:31:50,366 [64] INFO  Umbraco.Core.PluginManager - [T1/D3] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
2015-09-09 14:31:50,367 [64] INFO  Umbraco.Core.PluginManager - [T1/D3] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 16 (took 0ms)
2015-09-09 14:31:50,374 [64] INFO  Umbraco.Core.PluginManager - [T1/D3] Starting resolution types of Umbraco.Web.Mvc.SurfaceController
2015-09-09 14:31:50,375 [64] INFO  Umbraco.Core.PluginManager - [T1/D3] Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 4 (took 0ms)
2015-09-09 14:31:50,375 [64] INFO  Umbraco.Core.PluginManager - [T1/D3] Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
2015-09-09 14:31:50,377 [64] INFO  Umbraco.Core.PluginManager - [T1/D3] Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 35 (took 1ms)
2015-09-09 14:31:50,396 [64] INFO  Umbraco.Core.PluginManager - [T1/D3] Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
2015-09-09 14:31:50,396 [64] INFO  Umbraco.Core.PluginManager - [T1/D3] Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 3 (took 0ms)
2015-09-09 14:31:50,396 [64] INFO  Umbraco.Core.PluginManager - [T1/D3] Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
2015-09-09 14:31:50,397 [64] INFO  Umbraco.Core.PluginManager - [T1/D3] Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 1 (took 0ms)
2015-09-09 14:31:50,787 [64] INFO  Umbraco.Web.Search.ExamineEvents - [T1/D3] Initializing Examine and binding to business logic events
2015-09-09 14:31:50,834 [64] INFO  Umbraco.Web.Search.ExamineEvents - [T1/D3] Adding examine event handlers for index providers: 3
2015-09-09 14:31:50,841 [64] INFO  Umbraco.Core.CoreBootManager - [T1/D3] Umbraco application startup complete (took 555ms)
2015-09-09 14:31:51,114 [64] INFO  Umbraco.Web.UmbracoModule - [T123/D3] Setting OriginalRequestUrl: localhost:49341/umbraco
